ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
275.594826,-62.771290,0.07,0.06,0,18222275-6246166,6.810,0.011,0.020,65830.9,6.003,0.027,0.031,57241.4,5.802,0.017,0.023,43213.6,AAA,111,111,000,666655,18.4,305,1056994447,0,0,2451698.7133,0.8070,0.2010,1.0080
281.667021,-63.585056,0.07,0.06,0,18464008-6335062,6.876,0.023,0.029,59845.3,6.027,0.031,0.034,55989.9,5.790,0.017,0.023,42210.5,AAA,111,111,000,666666,16.3,243,989887977,0,0,2451693.7038,0.8490,0.2370,1.0860
279.639144,-62.831547,0.07,0.06,0,18383339-6249535,6.892,0.013,0.021,63187.3,6.009,0.043,0.045,63140.8,5.622,0.015,0.021,51005.8,AAA,111,111,000,666666,17.3,330,989750228,0,0,2451693.6527,0.8830,0.3870,1.2700
310.158617,-55.733707,0.07,0.06,0,20403806-5544013,6.778,0.013,0.021,67800.1,6.018,0.033,0.036,64820.2,5.794,0.011,0.018,42055.2,AAA,111,111,000,666666,13.9,170,1149877844,0,0,2451832.6026,0.7600,0.2240,0.9840
285.132181,-59.866013,0.07,0.06,0,19003172-5951576,6.745,0.015,0.023,58807.1,6.021,0.013,0.020,50758.6,5.842,0.009,0.017,35044.5,AAA,111,111,000,776766,27.5,276,642009413,0,0,2451478.5097,0.7240,0.1790,0.9030
293.583247,-60.128319,0.08,0.06,0,19341997-6007419,6.707,0.003,0.017,72381.9,6.012,0.019,0.024,54841.6,5.786,0.015,0.021,39538.5,AAA,111,111,000,666666,14.8,132,991454156,0,0,2451730.5822,0.6950,0.2260,0.9210
274.119028,-57.447151,0.06,0.06,90,18162856-5726497,6.176,0.009,0.019,102808.7,6.005,0.021,0.026,49763.4,5.950,0.021,0.026,30649.3,AAA,111,111,000,666666,15.0,272,554342929,0,0,2451392.5419,0.1710,0.0550,0.2260
57.759478,-9.737633,0.08,0.07,90,03510227-0944154,6.559,0.019,0.026,95242.3,6.025,0.043,0.045,69009.7,5.907,0.017,0.023,34168.0,AAA,111,111,000,666666,18.3,198,126887085,0,0,2451104.8527,0.5340,0.1180,0.6520
87.892518,-31.763950,0.06,0.06,90,05513420-3145502,6.525,0.011,0.020,79878.5,6.013,0.039,0.042,56716.6,5.886,0.019,0.024,31406.5,AAA,111,111,000,666666,42.6,243,252245895,0,0,2451214.6220,0.5120,0.1270,0.6390
89.245872,-28.759193,0.06,0.06,90,05565900-2845330,6.436,0.009,0.019,89749.1,6.004,0.017,0.023,75389.4,5.857,0.019,0.024,42522.6,AAA,111,111,000,666656,29.9,212,581272239,0,0,2451447.8301,0.4320,0.1470,0.5790
85.027805,-28.773375,0.07,0.06,0,05400667-2846241,6.713,0.007,0.018,69539.2,6.020,0.045,0.047,58332.4,5.792,0.023,0.027,37985.7,AAA,111,111,000,666656,53.5,305,221555807,0,0,2451186.5686,0.6930,0.2280,0.9210
74.941681,-33.599472,0.08,0.06,90,04594600-3335580,6.872,0.019,0.026,71388.8,6.028,0.037,0.040,76332.6,5.741,0.027,0.031,39812.6,AAA,111,111,000,677766,76.9,323,201146930,0,0,2451170.6926,0.8440,0.2870,1.1310
78.913969,-26.441893,0.06,0.06,0,05153935-2626308,6.500,0.007,0.018,55902.3,6.008,0.013,0.020,44741.4,5.859,0.013,0.020,31104.3,AAA,111,111,000,666655,52.7,32,589119616,0,0,2451453.7873,0.4920,0.1490,0.6410
79.848712,-27.368889,0.06,0.06,0,05192369-2722080,5.988,0.021,0.027,130987.5,6.027,0.033,0.036,52252.8,6.024,0.021,0.026,29636.0,AAA,111,111,000,666666,33.2,315,220741920,0,0,2451184.5617,-0.0390,0.0030,-0.0360
75.758287,-32.620964,0.07,0.06,0,05030198-3237154,6.835,0.015,0.023,71355.9,6.018,0.017,0.023,71896.9,5.747,0.017,0.023,39593.1,AAA,111,111,000,666666,26.9,13,201212182,0,0,2451170.7234,0.8170,0.2710,1.0880
80.591494,-30.511499,0.06,0.06,90,05222195-3030413,6.863,0.015,0.023,64897.8,6.008,0.031,0.034,65419.9,5.715,0.011,0.018,39393.1,AAA,111,111,000,666666,28.5,61,243880247,0,0,2451176.7169,0.8550,0.2930,1.1480
65.237686,-19.631536,0.06,0.06,90,04205704-1937535,6.653,0.015,0.023,93590.1,6.010,0.033,0.036,65299.5,5.804,0.043,0.045,38888.4,AAA,111,111,000,676777,23.6,44,176731242,0,0,2451140.6772,0.6430,0.2060,0.8490
72.287172,-19.819675,0.07,0.07,0,04490892-1949108,6.911,0.011,0.020,71290.2,6.022,0.049,0.051,71632.5,5.627,0.019,0.024,54402.6,AAA,111,111,000,666655,53.2,12,1165677216,0,0,2451838.8217,0.8890,0.3950,1.2840
69.613452,-17.180723,0.06,0.06,90,04382722-1710506,6.941,0.009,0.019,74307.1,6.024,0.043,0.045,76614.3,5.680,0.021,0.026,50051.8,AAA,111,111,000,666656,60.3,352,166699389,0,0,2451142.6980,0.9170,0.3440,1.2610
67.753991,-16.887760,0.07,0.06,0,04310095-1653159,6.579,0.025,0.030,96789.9,6.024,0.039,0.042,69073.3,5.890,0.019,0.024,38496.4,AAA,111,111,000,666656,22.9,52,166554997,0,0,2451142.6148,0.5550,0.1340,0.6890
70.085396,-20.496038,0.06,0.06,90,04402049-2029457,6.684,0.015,0.023,82003.1,6.019,0.051,0.053,67036.3,5.829,0.007,0.016,38003.2,AAA,111,111,000,666655,36.8,207,168782663,0,0,2451146.6705,0.6650,0.1900,0.8550
88.976141,-21.703947,0.06,0.06,90,05555427-2142142,6.885,0.025,0.030,57336.3,6.006,0.031,0.034,51464.8,5.677,0.009,0.017,39411.2,AAA,111,111,000,666666,55.9,340,262231577,0,0,2451191.5417,0.8790,0.3290,1.2080
83.475801,-21.172005,0.07,0.06,0,05335419-2110192,6.512,0.013,0.021,78096.2,6.018,0.031,0.034,49171.1,5.861,0.017,0.023,33267.5,AAA,111,111,000,666655,22.1,99,248933629,0,0,2451183.5672,0.4940,0.1570,0.6510
76.111883,-10.538271,0.08,0.06,0,05042685-1032177,6.647,0.013,0.021,100839.3,6.017,0.047,0.049,77109.9,5.834,0.033,0.036,43433.0,AAA,111,111,000,677777,21.8,224,130018547,0,0,2451127.7619,0.6300,0.1830,0.8130
71.919935,-11.515769,0.08,0.07,90,04474078-1130567,6.887,0.015,0.023,65709.8,6.014,0.027,0.031,62850.7,5.699,0.015,0.021,39977.9,AAA,111,111,000,666655,24.9,90,191706539,0,0,2451153.6886,0.8730,0.3150,1.1880
67.617737,-13.266399,0.07,0.06,90,04302825-1315590,6.452,0.005,0.018,108800.3,6.015,0.031,0.034,69648.2,5.915,0.011,0.018,36342.9,AAA,111,111,000,666666,11.6,308,166544662,0,0,2451142.6098,0.4370,0.1000,0.5370
67.646973,-12.907630,0.06,0.06,90,04303527-1254274,6.527,0.011,0.020,101538.3,6.025,0.017,0.023,69009.7,5.912,0.015,0.021,36443.5,AAA,111,111,000,666666,50.8,304,166545296,0,0,2451142.6100,0.5020,0.1130,0.6150
70.734424,-15.335356,0.06,0.06,90,04425626-1520072,6.672,0.009,0.019,91966.6,6.011,0.033,0.036,74904.9,5.841,0.009,0.017,41688.9,AAA,111,111,000,666666,66.4,117,166798021,0,0,2451142.7504,0.6610,0.1700,0.8310
85.886907,-44.636246,0.07,0.06,90,05433285-4438104,6.675,0.019,0.026,79878.5,6.025,0.013,0.020,64403.6,5.858,0.009,0.017,41041.2,AAA,111,111,000,666666,15.1,292,692524679,0,0,2451500.7136,0.6500,0.1670,0.8170
8.281136,-9.988005,0.07,0.06,90,00330747-0959168,6.590,0.017,0.024,75236.8,6.010,0.033,0.036,51275.5,5.916,0.017,0.023,32735.6,AAA,111,111,000,664566,50.8,138,128095086,0,0,2451112.6988,0.5800,0.0940,0.6740
9.406657,-9.073521,0.16,0.13,90,00373759-0904246,6.513,0.017,0.024,106470.7,6.011,0.021,0.026,67532.1,5.893,0.013,0.020,38390.2,AAA,111,111,000,666666,39.7,310,102228474,0,0,2451088.6250,0.5020,0.1180,0.6200
5.026939,-9.056497,0.09,0.07,90,00200646-0903233,6.645,0.009,0.019,94282.3,6.029,0.045,0.047,64166.7,5.863,0.021,0.026,39465.7,AAA,111,111,000,776766,68.7,329,125915614,0,0,2451102.6850,0.6160,0.1660,0.7820
4.043465,-8.540229,0.11,0.07,90,00161043-0832248,6.867,0.011,0.020,71718.3,6.013,0.037,0.040,58709.7,5.730,0.017,0.023,43094.3,AAA,111,111,000,666666,45.8,37,125838719,0,0,2451102.6391,0.8540,0.2830,1.1370
2.348137,-35.223736,0.06,0.06,90,00092355-3513254,6.805,0.011,0.020,75932.9,6.021,0.025,0.029,56300.2,5.800,0.007,0.016,40403.6,AAA,111,111,000,666666,46.7,101,145675396,0,0,2451133.6001,0.7840,0.2210,1.0050
23.316166,-25.667202,0.06,0.06,90,01331587-2540019,6.564,0.025,0.030,71916.7,6.010,0.047,0.049,44659.1,5.914,0.027,0.031,31682.5,AAA,111,111,000,666666,49.2,304,136684063,0,0,2451130.5380,0.5540,0.0960,0.6500
18.612188,-27.808832,0.06,0.06,90,01142692-2748317,6.886,0.037,0.041,72950.8,6.013,0.033,0.036,65119.3,5.739,0.015,0.021,42738.6,AAA,111,111,000,666666,27.9,271,108233453,0,0,2451117.5794,0.8730,0.2740,1.1470
1.563059,-24.503414,0.07,0.06,90,00061513-2430122,6.657,0.013,0.021,99914.8,6.005,0.041,0.044,83543.0,5.817,0.015,0.021,48935.1,AAA,111,111,000,666655,14.2,155,1229184142,0,0,2451789.6780,0.6520,0.1880,0.8400
25.217215,-6.162648,0.09,0.07,90,01405213-0609455,6.523,0.009,0.019,95110.8,6.009,0.031,0.034,63140.8,5.883,0.011,0.018,36159.3,AAA,111,111,000,666666,26.7,270,120133231,0,0,2451116.6065,0.5140,0.1260,0.6400
33.757352,-7.570738,0.22,0.13,90,02150176-0734146,6.615,0.009,0.019,78782.5,6.029,0.025,0.029,57850.9,5.894,0.011,0.018,35794.8,AAA,111,111,000,666666,66.9,61,100329740,0,0,2451091.6718,0.5860,0.1350,0.7210
18.593462,-7.910931,0.10,0.07,90,01142243-0754393,6.402,0.019,0.026,89460.2,6.018,0.023,0.027,56456.0,5.884,0.015,0.021,34899.6,AAA,111,111,000,777766,15.7,338,715209871,0,0,2451532.5929,0.3840,0.1340,0.5180
8.329766,-19.497393,0.08,0.07,0,00331914-1929506,6.545,0.009,0.019,110772.0,6.008,0.035,0.038,80484.1,5.828,0.009,0.017,43673.7,AAA,111,111,000,566666,17.6,29,40767565,0,0,2451052.7137,0.5370,0.1800,0.7170
13.664972,-21.473104,0.07,0.06,0,00543959-2128231,6.619,0.019,0.026,84106.6,6.001,0.023,0.027,75597.9,5.852,0.013,0.020,49047.8,AAA,111,111,000,666666,40.4,31,508671733,0,0,2451380.8949,0.6180,0.1490,0.7670
20.760804,-12.966045,0.06,0.06,90,01230259-1257577,6.395,0.013,0.021,99868.8,6.024,0.029,0.033,60160.3,5.918,0.009,0.017,37516.3,AAA,111,111,000,666666,40.8,313,15993919,0,0,2451019.8785,0.3710,0.1060,0.4770
58.230265,-83.027924,0.06,0.06,90,03525526-8301405,6.548,0.013,0.021,75549.2,6.016,0.019,0.024,54639.9,5.889,0.013,0.020,34739.2,AAA,111,111,000,666666,32.2,155,1161139630,0,0,2451822.8188,0.5320,0.1270,0.6590
83.914406,-81.611832,0.06,0.06,90,05353945-8136425,6.213,0.023,0.029,99364.2,6.005,0.023,0.027,48074.0,5.962,0.015,0.021,31377.6,AAA,111,111,000,666646,24.0,187,704344984,0,0,2451511.7466,0.2080,0.0430,0.2510
0.905832,-80.511345,0.14,0.06,0,00033739-8030408,6.813,0.023,0.029,63420.6,6.015,0.025,0.029,52833.6,5.765,0.017,0.023,37620.1,AAA,111,111,000,666666,13.3,105,718187754,0,0,2451517.5761,0.7980,0.2500,1.0480
82.729701,17.505713,0.07,0.06,0,05305512+1730205,7.013,0.017,0.024,54604.7,6.008,0.017,0.023,65419.9,5.652,0.017,0.023,43213.6,AAA,111,111,000,666666,21.6,208,1321220652,0,0,2451081.9774,1.0050,0.3560,1.3610
82.370047,19.829956,0.06,0.06,90,05292881+1949478,7.005,0.017,0.024,53141.0,6.018,0.021,0.026,69456.0,5.675,0.023,0.027,48575.8,AAA,111,111,000,666666,16.5,301,112890296,0,0,2450759.8643,0.9870,0.3430,1.3300
76.006802,12.934662,0.07,0.06,0,05040163+1256047,6.859,0.017,0.024,51148.2,6.003,0.029,0.033,49855.2,5.742,0.015,0.021,39775.9,AAA,111,111,000,776766,37.2,130,1122641568,0,0,2451803.8518,0.8560,0.2610,1.1170
76.679554,14.084721,0.06,0.06,90,05064309+1405049,6.253,0.021,0.027,109958.8,6.026,0.033,0.036,56041.5,5.942,0.013,0.020,40702.4,AAA,111,111,000,666666,27.1,205,1217602679,0,0,2451875.8775,0.2270,0.0840,0.3110
73.914901,19.589733,0.07,0.06,90,04553957+1935230,6.810,0.019,0.026,63596.0,6.008,0.019,0.024,65419.9,5.750,0.013,0.020,39483.9,AAA,111,111,000,666656,19.2,108,144497958,0,0,2450754.8470,0.8020,0.2580,1.0600
76.383672,19.806734,0.07,0.07,90,05053208+1948242,6.063,0.009,0.019,126540.6,6.012,0.013,0.020,56768.8,5.967,0.013,0.020,31233.5,AAA,111,111,000,666666,12.7,161,117566890,0,0,2450755.8375,0.0510,0.0450,0.0960
69.599169,16.371984,0.06,0.06,90,04382380+1622191,6.919,0.019,0.026,61635.4,6.022,0.007,0.016,62389.3,5.742,0.017,0.023,44118.4,AAA,111,111,000,776667,35.5,352,84649648,0,0,2450730.9838,0.8970,0.2800,1.1770
71.107971,16.058542,0.09,0.06,0,04442591+1603307,6.686,0.017,0.024,81852.1,6.011,0.021,0.026,72361.9,5.814,0.007,0.016,38531.9,AAA,111,111,000,666666,34.0,154,1283839741,0,0,2450731.8766,0.6750,0.1970,0.8720
23.604644,81.905579,0.08,0.06,0,01342511+8154200,6.700,0.015,0.023,65679.5,6.019,0.029,0.033,56404.0,5.870,0.021,0.026,35352.5,AAA,111,111,000,666666,27.7,315,1179973345,0,0,2451808.0039,0.6810,0.1490,0.8300
10.975718,72.389008,0.08,0.08,0,00435417+7223204,7.095,0.019,0.026,45648.9,6.018,0.031,0.034,50899.1,5.616,0.007,0.016,44670.4,AAA,111,111,000,666666,31.1,147,907273047,0,0,2451473.8657,1.0770,0.4020,1.4790
0.736493,71.367996,0.07,0.06,0,00025675+7122047,6.595,0.043,0.046,74891.1,6.018,0.027,0.031,50899.1,5.826,0.017,0.023,36814.6,AAA,111,111,000,777767,21.5,25,752616402,0,0,2451452.9239,0.5770,0.1920,0.7690
14.770046,75.502907,0.06,0.06,90,00590481+7530104,6.940,0.019,0.026,56419.6,6.028,0.043,0.045,57904.2,5.818,0.011,0.018,44077.8,AAA,111,111,000,666666,27.3,33,795676141,0,0,2451478.7764,0.9120,0.2100,1.1220
18.568791,76.002625,0.06,0.06,0,01141650+7600094,6.906,0.033,0.037,56238.0,6.017,0.039,0.042,50946.0,5.828,0.025,0.029,42191.0,AAA,111,111,000,666666,14.2,68,795867737,0,0,2451478.8328,0.8890,0.1890,1.0780
13.966442,73.442688,0.07,0.06,0,00555194+7326336,6.995,0.025,0.030,53632.7,6.007,0.025,0.029,57030.9,5.634,0.011,0.018,52218.0,AAA,111,111,000,777766,27.6,89,795658045,0,0,2451478.7653,0.9880,0.3730,1.3610
80.253031,71.220978,0.06,0.06,90,05210072+7113155,6.443,0.009,0.019,80395.2,6.013,0.049,0.051,49398.1,5.907,0.009,0.017,34168.0,AAA,111,111,000,666655,19.6,94,1210874782,0,0,2451823.8639,0.4300,0.1060,0.5360
147.145522,-28.728970,0.06,0.06,0,09483492-2843442,6.797,0.017,0.024,68965.2,6.018,0.021,0.026,71896.9,5.802,0.011,0.018,40329.2,AAA,111,111,000,666666,29.9,236,309102356,0,0,2451245.6981,0.7790,0.2160,0.9950
146.917880,-28.379774,0.06,0.06,0,09474029-2822471,6.291,0.017,0.024,109908.2,6.017,0.041,0.044,74492.1,5.927,0.017,0.023,35943.5,AAA,111,111,000,777766,13.3,222,309074030,0,0,2451245.6881,0.2740,0.0900,0.3640
144.256061,-29.673412,0.07,0.06,0,09370145-2940242,6.937,0.015,0.023,54655.0,6.001,0.025,0.029,63607.8,5.725,0.013,0.020,41823.5,AAA,111,111,000,666666,30.2,97,295099778,0,0,2451240.7248,0.9360,0.2760,1.2120
146.065102,-39.571213,0.06,0.06,90,09441562-3934163,6.171,0.007,0.018,103283.3,6.023,0.025,0.029,54288.8,5.990,0.011,0.018,31653.4,AAA,111,111,000,665666,28.0,61,319099156,0,0,2451256.5676,0.1480,0.0330,0.1810
139.100367,-37.245018,0.06,0.06,90,09162408-3714420,6.867,0.013,0.021,56315.8,6.015,0.045,0.047,62792.8,5.684,0.017,0.023,41958.5,AAA,111,111,000,666656,13.2,196,301421476,0,0,2451247.5364,0.8520,0.3310,1.1830
141.062383,-39.368622,0.06,0.06,90,09241497-3922070,6.800,0.015,0.023,64184.5,6.004,0.045,0.047,67968.9,5.816,0.017,0.023,38461.0,AAA,111,111,000,666666,31.3,226,301770245,0,0,2451247.6130,0.7960,0.1880,0.9840
139.649488,-37.885132,0.06,0.06,90,09183587-3753064,6.910,0.019,0.026,58000.3,6.021,0.033,0.036,66912.9,5.757,0.015,0.021,39230.2,AAA,111,111,000,666666,14.9,26,301530410,0,0,2451247.5631,0.8890,0.2640,1.1530
130.112708,-32.469685,0.06,0.06,90,08402704-3228108,6.943,0.029,0.034,47340.2,6.024,0.017,0.023,52397.4,5.725,0.011,0.018,35190.1,AAA,111,111,000,666666,11.9,316,291573685,0,0,2451235.5297,0.9190,0.2990,1.2180
135.882886,-29.063276,0.06,0.06,90,09033189-2903477,6.752,0.015,0.023,69443.2,6.024,0.021,0.026,64462.9,5.769,0.013,0.020,40162.4,AAA,111,111,000,777766,13.3,306,316536005,0,0,2451257.5495,0.7280,0.2550,0.9830
126.278282,-39.666302,0.06,0.06,0,08250678-3939586,6.868,0.021,0.027,64599.6,6.020,0.043,0.045,64700.8,5.788,0.013,0.020,34373.2,AAA,111,111,000,666666,18.9,247,290543807,0,0,2451226.6417,0.8480,0.2320,1.0800
127.822029,-38.571133,0.06,0.06,90,08311728-3834160,7.196,0.017,0.024,49434.5,6.025,0.017,0.023,76543.8,5.557,0.017,0.023,44017.0,AAA,111,111,000,777766,11.6,346,290980131,0,0,2451226.7060,1.1710,0.4680,1.6390
127.140739,-39.955158,0.06,0.06,90,08283377-3957185,7.263,0.015,0.023,46476.1,6.017,0.029,0.033,74492.1,5.570,0.021,0.026,43493.1,AAA,111,111,000,666666,10.6,110,290799003,0,0,2451226.6784,1.2460,0.4470,1.6930
132.820690,-39.960033,0.06,0.06,0,08511696-3957361,6.842,0.015,0.023,51955.3,6.001,0.035,0.038,55400.0,5.765,0.017,0.023,36342.9,AAA,111,111,000,566666,19.5,178,295613606,0,0,2451241.5307,0.8410,0.2360,1.0770
129.207191,-33.930805,0.06,0.06,90,08364972-3355508,6.718,0.017,0.024,60287.9,6.003,0.015,0.021,53420.8,5.731,0.013,0.020,38816.8,AAA,111,111,000,666666,17.9,255,404038939,0,0,2451295.5689,0.7150,0.2720,0.9870
298.478770,29.417297,0.06,0.06,0,19535490+2925022,7.053,0.013,0.021,49116.8,6.020,0.015,0.021,54439.0,5.655,0.011,0.018,51217.7,AAA,111,111,000,776777,17.5,143,207959348,0,0,2450917.9912,1.0330,0.3650,1.3980
297.928816,29.026945,0.07,0.06,0,19514291+2901370,6.682,0.011,0.020,62320.4,6.010,0.023,0.027,49534.8,5.837,0.005,0.016,40422.2,AAA,111,111,000,664466,11.6,264,207668335,0,0,2450917.9716,0.6720,0.1730,0.8450
295.277907,-9.421418,0.06,0.06,0,19410669-0925171,6.579,0.021,0.027,78673.8,6.026,0.043,0.045,60049.6,5.863,0.013,0.020,38125.9,AAA,111,111,000,666666,14.7,131,468071628,0,0,2451313.8541,0.5530,0.1630,0.7160
295.918987,-6.999978,0.06,0.06,90,19434055-0659599,6.777,0.019,0.026,70247.4,6.016,0.049,0.051,62735.0,5.751,0.015,0.021,42268.8,AAA,111,111,000,666656,12.2,40,468215483,0,0,2451313.8869,0.7610,0.2650,1.0260
295.143612,-8.294384,0.06,0.06,90,19403446-0817397,6.965,0.017,0.024,57072.9,6.019,0.031,0.034,60438.0,5.751,0.015,0.021,42268.8,AAA,111,111,000,666666,18.7,56,468042826,0,0,2451313.8436,0.9460,0.2680,1.2140
302.828638,-0.126473,0.07,0.07,90,20111887-0007353,6.184,0.011,0.020,121291.4,6.013,0.029,0.033,60772.9,5.949,0.011,0.018,32871.5,AAA,111,111,000,776755,23.6,208,82108969,0,0,2451071.5556,0.1710,0.0640,0.2350
301.784404,-0.802923,0.06,0.06,90,20070825-0048105,6.887,0.013,0.021,53410.9,6.005,0.031,0.034,49763.4,5.713,0.019,0.024,38125.9,AAA,111,111,000,666666,23.5,190,81914802,0,0,2451071.5015,0.8820,0.2920,1.1740
298.707175,-1.246541,0.07,0.06,0,19544972-0114475,6.989,0.019,0.026,57787.0,6.008,0.023,0.027,58980.7,5.653,0.017,0.023,49570.1,AAA,111,111,000,777766,18.1,208,1290231782,0,0,2451084.5592,0.9810,0.3550,1.3360
299.432511,-2.737845,0.06,0.06,90,19574380-0244162,7.017,0.017,0.024,47383.8,6.020,0.017,0.023,45804.7,5.709,0.019,0.024,39611.4,AAA,111,111,000,666666,11.0,205,99914335,0,0,2451091.5046,0.9970,0.3110,1.3080
300.786698,-2.897309,0.06,0.06,0,20030880-0253503,6.960,0.013,0.021,51692.8,6.002,0.017,0.023,48207.0,5.691,0.009,0.017,40273.6,AAA,111,111,000,666666,23.2,39,100142617,0,0,2451091.5647,0.9580,0.3110,1.2690
301.148423,-1.315150,0.06,0.06,90,20043562-0118545,6.606,0.015,0.023,62377.8,6.006,0.011,0.018,48029.7,5.835,0.015,0.021,34073.8,AAA,111,111,000,666656,15.6,23,81828989,0,0,2451071.4797,0.6000,0.1710,0.7710
300.506419,-1.267413,0.06,0.06,90,20020154-0116026,6.922,0.015,0.023,53534.0,6.005,0.013,0.020,46441.9,5.664,0.019,0.024,41287.6,AAA,111,111,000,666666,25.0,155,100097263,0,0,2451091.5538,0.9170,0.3410,1.2580
298.672145,-5.298327,0.09,0.06,0,19544131-0517539,6.890,0.011,0.020,63303.8,6.022,0.037,0.040,56248.4,5.703,0.023,0.027,47339.1,AAA,111,111,000,666646,19.5,90,1290215662,0,0,2451084.5548,0.8680,0.3190,1.1870
294.322720,-5.141821,0.07,0.06,0,19371745-0508305,6.418,0.009,0.019,94456.1,6.006,0.019,0.024,55145.5,5.850,0.011,0.018,36009.7,AAA,111,111,000,666666,15.0,29,94916236,0,0,2451077.5812,0.4120,0.1560,0.5680
298.753109,-18.767618,0.06,0.06,90,19550074-1846034,6.666,0.011,0.020,67768.8,6.019,0.043,0.045,56404.0,5.885,0.017,0.023,33683.7,AAA,111,111,000,676666,24.1,227,466143986,0,0,2451329.7936,0.6470,0.1340,0.7810
299.615603,-20.024775,0.06,0.06,90,19582774-2001291,6.892,0.013,0.021,70085.8,6.013,0.043,0.045,72228.7,5.631,0.013,0.020,47208.5,AAA,111,111,000,666655,31.8,116,31540997,0,0,2450990.6820,0.8790,0.3820,1.2610
295.358033,-11.927662,0.08,0.07,0,19412592-1155395,6.589,0.017,0.024,72749.5,6.019,0.035,0.038,47458.1,5.877,0.017,0.023,37637.4,AAA,111,111,000,666666,15.3,306,1289196227,0,0,2450947.9344,0.5700,0.1420,0.7120
299.343291,-9.266182,0.06,0.06,0,19572238-0915582,6.845,0.021,0.027,59488.1,6.002,0.019,0.024,61391.8,5.784,0.013,0.020,38266.6,AAA,111,111,000,666666,15.4,33,107489252,0,0,2451116.5073,0.8430,0.2180,1.0610
283.062168,26.026360,0.06,0.06,90,18521492+2601348,6.187,0.031,0.035,129607.5,6.007,0.021,0.026,65480.2,5.937,0.003,0.015,42327.2,AAA,111,111,000,666666,20.3,300,1053656399,0,0,2451640.9812,0.1800,0.0700,0.2500
278.532168,28.667906,0.06,0.06,90,18340772+2840044,6.815,0.019,0.026,72682.5,6.015,0.065,0.067,72095.8,5.819,0.021,0.026,54177.6,AAA,111,111,000,666666,17.6,23,1033231201,0,0,2451637.9561,0.8000,0.1960,0.9960
279.287610,29.202105,0.06,0.06,90,18370902+2912075,6.949,0.019,0.026,71257.4,6.015,0.061,0.063,77252.1,5.704,0.009,0.017,64538.7,AAA,111,111,000,666666,22.0,228,1033385955,0,0,2451637.9926,0.9340,0.3110,1.2450
278.332283,34.449131,0.07,0.06,0,18331974+3426568,6.871,0.013,0.021,60121.5,6.017,0.017,0.023,64879.9,5.685,0.013,0.020,43393.0,AAA,111,111,000,666655,25.0,359,219037062,0,0,2450923.9446,0.8540,0.3320,1.1860
282.582616,30.372492,0.06,0.06,90,18501982+3022209,6.928,0.019,0.026,61126.6,6.022,0.013,0.020,66851.3,5.735,0.009,0.017,38674.1,AAA,111,111,000,666666,22.7,314,219651619,0,0,2450925.9431,0.9060,0.2870,1.1930
282.750315,30.351328,0.06,0.06,90,18510007+3021047,6.699,0.017,0.024,83720.2,6.022,0.013,0.020,74149.8,5.840,0.011,0.018,37620.1,AAA,111,111,000,665546,34.5,9,219689157,0,0,2450925.9588,0.6770,0.1820,0.8590
282.753388,29.725695,0.07,0.06,0,18510081+2943325,6.454,0.009,0.019,97910.7,6.007,0.037,0.040,63257.2,5.861,0.013,0.020,43855.1,AAA,111,111,000,666655,12.0,113,1053615941,0,0,2451640.9668,0.4470,0.1460,0.5930
296.475527,24.096355,0.06,0.06,0,19455412+2405468,6.208,0.019,0.026,86942.1,6.028,0.061,0.063,47066.3,5.914,0.015,0.021,35141.5,AAA,111,111,00d,666655,10.9,26,971080464,0,0,2451492.5798,0.1800,0.1140,0.2940
296.157522,22.858135,0.06,0.06,0,19443780+2251292,6.938,0.025,0.030,45944.1,6.005,0.023,0.027,48074.0,5.681,0.011,0.018,45083.8,AAA,111,111,000,776666,11.6,136,1054863633,0,0,2451645.9833,0.9330,0.3240,1.2570
294.551597,23.303627,0.06,0.06,90,19381238+2318130,7.293,0.011,0.020,35500.1,6.005,0.007,0.016,55196.3,5.311,0.013,0.020,53336.0,AAA,111,111,000,666766,15.1,227,1245910589,0,0,2450615.9375,1.2880,0.6940,1.9820
294.177678,24.120089,0.06,0.06,90,19364264+2407123,7.167,0.013,0.021,39868.5,6.028,0.009,0.017,55938.4,5.579,0.007,0.016,43134.0,AAA,111,111,000,666666,11.9,239,68145729,0,0,2450714.6173,1.1390,0.4490,1.5880
294.739677,23.536795,0.06,0.06,90,19385752+2332124,7.206,0.021,0.027,34676.1,6.028,0.023,0.027,48720.3,5.582,0.011,0.018,46091.4,AAA,111,111,000,666666,12.2,359,1145096385,0,0,2451704.9113,1.1780,0.4460,1.6240
294.276668,23.752335,0.06,0.06,90,19370640+2345084,7.130,0.013,0.021,41250.6,6.013,0.019,0.024,56716.6,5.550,0.013,0.020,42797.7,AAA,111,111,000,666666,11.0,234,1245768688,0,0,2450615.9282,1.1170,0.4630,1.5800
295.695139,21.704725,0.06,0.06,90,19424683+2142170,7.555,0.015,0.023,26027.4,6.012,0.033,0.036,49443.6,5.377,0.019,0.024,57626.2,AAA,111,111,000,666666,12.7,222,1145208824,0,0,2451704.9186,1.5430,0.6350,2.1780
