ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
329.646875,48.588528,0.07,0.06,0,21583525+4835187,6.679,0.017,0.024,64688.9,6.015,0.029,0.033,49307.2,5.835,0.023,0.027,34073.8,AAA,111,111,000,677766,13.6,114,1134616351,0,0,2451700.8961,0.6640,0.1800,0.8440
328.390606,47.931953,0.10,0.09,90,21533374+4755550,7.048,0.011,0.020,47668.3,6.010,0.013,0.020,56873.5,5.579,0.007,0.016,46218.9,AAA,111,111,000,666666,15.7,36,781195068,0,0,2451456.6321,1.0380,0.4310,1.4690
328.267142,46.881893,0.06,0.06,90,21530411+4652548,7.004,0.017,0.024,49639.8,6.003,0.047,0.049,63490.7,5.501,0.011,0.018,53213.3,AAA,111,111,000,676666,11.5,110,1143013506,0,0,2451707.8908,1.0010,0.5020,1.5030
327.002784,52.760975,0.06,0.06,90,21480066+5245395,7.093,0.013,0.021,47340.2,6.017,0.019,0.024,64879.9,5.484,0.015,0.021,52218.0,AAA,111,111,000,666656,12.2,251,1161585504,0,0,2451709.9167,1.0760,0.5330,1.6090
323.965214,47.911900,0.08,0.06,0,21355165+4754428,6.697,0.017,0.024,59378.6,6.022,0.021,0.026,44168.2,5.697,0.013,0.020,37378.3,AAA,111,111,000,665666,13.9,205,462628588,0,0,2451144.6295,0.6750,0.3250,1.0000
327.184813,50.468601,0.06,0.06,0,21484435+5028069,6.824,0.061,0.063,52823.8,6.006,0.047,0.049,48029.7,5.792,0.013,0.020,40702.4,AAA,111,111,000,666666,14.0,248,1161622925,0,0,2451498.5826,0.8180,0.2140,1.0320
332.113485,27.507666,0.06,0.06,90,22082723+2730275,6.750,0.013,0.021,56549.7,6.010,0.011,0.018,51275.5,5.819,0.003,0.015,32271.6,AAA,111,111,000,666666,33.8,224,118025445,0,0,2450756.5658,0.7400,0.1910,0.9310
339.261572,34.073147,0.06,0.06,0,22370277+3404233,7.094,0.011,0.020,62349.1,6.014,0.011,0.018,72162.2,5.532,0.007,0.016,51715.4,AAA,111,111,000,666666,14.6,309,257474127,0,0,2450970.9409,1.0800,0.4820,1.5620
334.608360,37.447887,0.06,0.06,90,22182600+3726523,6.513,0.007,0.018,83604.6,6.006,0.013,0.020,55145.5,5.893,0.021,0.026,34611.5,AAA,111,111,000,666655,55.8,132,351152442,0,0,2451093.6655,0.5070,0.1130,0.6200
333.539841,33.226509,0.06,0.06,90,22140956+3313354,6.520,0.013,0.021,74891.1,6.010,0.019,0.024,49534.8,5.862,0.003,0.015,34404.9,AAA,111,111,000,665666,30.4,168,461107115,0,0,2451139.6580,0.5100,0.1480,0.6580
332.706115,33.543465,0.06,0.06,0,22104946+3332364,6.939,0.027,0.032,56471.6,6.027,0.023,0.027,57957.6,5.855,0.013,0.020,39757.6,AAA,111,111,000,666656,16.6,25,971788481,0,0,2451492.7005,0.9120,0.1720,1.0840
336.488480,32.439636,0.06,0.06,90,22255723+3226226,6.697,0.015,0.023,63625.3,6.025,0.015,0.021,50572.0,5.866,0.017,0.023,38020.7,AAA,111,111,000,556666,29.1,137,343773769,0,0,2451091.6834,0.6720,0.1590,0.8310
336.904163,34.000050,0.07,0.06,0,22273699+3400001,6.491,0.025,0.030,79621.4,6.024,0.011,0.018,50618.6,5.936,0.017,0.023,35646.8,AAA,111,111,000,666666,17.1,125,343814088,0,0,2451091.6983,0.4670,0.0880,0.5550
328.811101,40.633575,0.07,0.06,0,21551466+4038008,6.978,0.009,0.019,54479.1,6.022,0.033,0.036,56248.4,5.636,0.013,0.020,50352.4,AAA,111,111,000,666655,15.0,132,1111507123,0,0,2451683.9657,0.9560,0.3860,1.3420
110.811089,-17.684311,0.07,0.06,0,07231466-1741035,6.639,0.009,0.019,69475.2,6.008,0.031,0.034,53175.3,5.771,0.021,0.026,33730.3,AAA,111,111,000,665566,14.0,208,1250034959,0,0,2450905.5451,0.6310,0.2370,0.8680
112.670103,-17.100386,0.06,0.06,90,07304082-1706013,6.624,0.011,0.020,83720.2,6.015,0.019,0.024,74629.4,5.870,0.017,0.023,36594.8,AAA,111,111,000,666666,13.6,194,231699149,0,0,2451201.6154,0.6090,0.1450,0.7540
113.592397,-16.190514,0.06,0.06,90,07342217-1611258,6.977,0.015,0.023,45880.7,6.002,0.027,0.031,59307.6,5.576,0.011,0.018,40366.4,AAA,111,111,000,666666,13.5,188,1202275576,0,0,2451948.7249,0.9750,0.4260,1.4010
113.026350,-16.072744,0.06,0.06,90,07320632-1604218,6.525,0.007,0.018,91712.8,6.013,0.027,0.031,58709.7,5.905,0.005,0.016,34231.0,AAA,111,111,000,666656,16.5,209,234284795,0,0,2451207.6307,0.5120,0.1080,0.6200
109.458397,-18.370672,0.06,0.06,90,07175001-1822144,7.007,0.019,0.026,60901.8,6.019,0.025,0.029,71830.7,5.666,0.011,0.018,44159.1,AAA,111,111,000,666666,16.0,128,401728348,0,0,2451210.6086,0.9880,0.3530,1.3410
112.741422,-20.476398,0.06,0.06,90,07305794-2028350,7.008,0.013,0.021,44589.2,6.001,0.031,0.034,51702.3,5.551,0.011,0.018,42758.3,AAA,111,111,000,666666,14.2,145,975546567,0,0,2451633.5057,1.0070,0.4500,1.4570
110.816956,-20.443163,0.06,0.06,90,07231606-2026353,7.119,0.017,0.024,38889.3,6.013,0.019,0.024,49398.1,5.466,0.007,0.016,47865.2,AAA,111,111,000,666666,10.9,250,1266056215,0,0,2450925.5062,1.1060,0.5470,1.6530
109.371586,-3.717523,0.07,0.06,0,07172918-0343030,6.933,0.013,0.021,62984.0,6.014,0.039,0.042,65059.4,5.709,0.019,0.024,41003.4,AAA,111,111,000,777767,16.3,293,134272536,0,0,2451103.8675,0.9190,0.3050,1.2240
112.429941,-4.461445,0.06,0.06,90,07294318-0427412,6.798,0.013,0.021,76424.0,6.001,0.027,0.031,68156.9,5.723,0.023,0.027,43373.1,AAA,111,111,000,666666,11.5,130,142030908,0,0,2451128.8443,0.7970,0.2780,1.0750
106.784470,-7.041464,0.06,0.06,90,07070827-0702292,6.732,0.019,0.026,59515.5,6.018,0.033,0.036,56456.0,5.846,0.015,0.021,30410.2,AAA,111,111,00d,666666,15.7,321,286300909,0,0,2451229.5441,0.7140,0.1720,0.8860
105.155242,-10.627783,0.06,0.06,90,07003725-1037400,7.026,0.015,0.023,55850.9,6.004,0.043,0.045,55247.2,5.687,0.019,0.024,41842.7,AAA,111,111,000,665545,13.4,222,170739094,0,0,2451148.8021,1.0220,0.3170,1.3390
105.618377,-10.051344,0.06,0.06,90,07022841-1003048,7.175,0.021,0.027,48688.9,6.009,0.023,0.027,51322.8,5.510,0.011,0.018,49251.6,AAA,111,111,000,556666,21.0,123,170857251,0,0,2451148.8289,1.1660,0.4990,1.6650
99.094168,36.841789,0.06,0.06,90,06362260+3650304,6.660,0.015,0.023,61437.0,6.016,0.009,0.017,45973.8,5.881,0.011,0.018,32660.3,AAA,111,111,000,777777,25.8,201,175664297,0,0,2450883.7297,0.6440,0.1350,0.7790
94.888086,39.869732,0.06,0.06,90,06193314+3952110,6.989,0.009,0.019,55825.2,6.023,0.019,0.024,56196.6,5.734,0.015,0.021,46006.6,AAA,111,111,000,666666,16.4,137,800985109,0,0,2451486.8662,0.9660,0.2890,1.2550
91.837092,24.455229,0.08,0.06,0,06072090+2427188,7.062,0.029,0.034,64214.0,6.028,0.013,0.020,68819.3,5.639,0.017,0.023,63947.0,AAA,111,111,000,665666,13.7,155,150241525,0,0,2450821.6852,1.0340,0.3890,1.4230
97.667229,25.884300,0.07,0.06,90,06304013+2553034,6.461,0.015,0.023,111694.0,6.017,0.013,0.020,69520.0,5.888,0.011,0.018,50841.7,AAA,111,111,000,663445,10.3,132,152756645,0,0,2450828.7824,0.4440,0.1290,0.5730
94.637403,28.036528,0.06,0.06,0,06183297+2802115,6.982,0.013,0.021,66777.5,6.021,0.003,0.015,71698.5,5.617,0.023,0.027,67549.2,AAA,111,111,000,665566,31.5,78,151201131,0,0,2450827.7438,0.9610,0.4040,1.3650
93.786980,25.465033,0.06,0.06,0,06150887+2527541,6.570,0.011,0.020,97595.6,6.028,0.023,0.027,71237.7,5.847,0.015,0.021,54653.8,AAA,111,111,000,666666,28.4,74,151047429,0,0,2450827.7031,0.5420,0.1810,0.7230
94.213181,26.493372,0.07,0.06,0,06165116+2629361,6.499,0.015,0.023,107852.4,6.026,0.023,0.027,73877.1,5.892,0.017,0.023,52434.8,AAA,111,111,000,665566,11.6,126,151125620,0,0,2450827.7190,0.4730,0.1340,0.6070
94.839964,27.392941,0.06,0.06,0,06192159+2723345,6.994,0.011,0.020,66043.5,6.016,0.019,0.024,69584.1,5.601,0.009,0.017,66224.7,AAA,111,111,000,776667,20.9,157,151244177,0,0,2450827.7530,0.9780,0.4150,1.3930
107.635968,31.979431,0.07,0.06,0,07103263+3158459,6.694,0.023,0.029,61635.4,6.025,0.005,0.016,48855.1,5.875,0.013,0.020,35190.1,AAA,111,111,000,664666,38.2,351,423344043,0,0,2451140.9535,0.6690,0.1500,0.8190
105.404279,27.044895,0.06,0.06,0,07013702+2702416,6.895,0.013,0.021,77522.9,6.006,0.009,0.017,80632.5,5.699,0.013,0.020,67115.1,AAA,111,111,000,777777,15.9,310,155854652,0,0,2450835.7514,0.8890,0.3070,1.1960
104.471748,26.568825,0.06,0.06,90,06575321+2634077,6.566,0.021,0.027,79621.4,6.009,0.067,0.069,54993.3,5.907,0.041,0.044,46625.1,AAA,111,111,000,666656,35.9,324,1057534265,0,0,2451633.6278,0.5570,0.1020,0.6590
110.367875,28.976072,0.08,0.08,90,07212829+2858338,6.466,0.009,0.019,78710.0,6.010,0.025,0.029,51275.5,5.884,0.013,0.020,36126.0,AAA,111,111,000,666656,25.7,16,440651504,0,0,2451138.8569,0.4560,0.1260,0.5820
184.693562,-61.690838,0.06,0.06,90,12184645-6141270,6.978,0.013,0.021,41326.6,6.018,0.029,0.033,47501.8,5.683,0.011,0.018,36578.0,AAA,111,111,000,666666,11.1,122,918494801,0,0,2451588.8459,0.9600,0.3350,1.2950
186.089184,-62.580338,0.07,0.06,0,12242140-6234492,6.963,0.013,0.021,46476.1,6.015,0.027,0.031,46016.1,5.685,0.015,0.021,39121.9,AAA,111,111,00d,666656,13.5,30,969359629,0,0,2451656.5185,0.9480,0.3300,1.2780
187.385887,-62.488792,0.06,0.06,90,12293261-6229196,6.889,0.019,0.026,49754.2,6.026,0.017,0.023,47153.1,5.755,0.013,0.020,35434.0,AAA,111,111,000,666646,14.1,330,969740079,0,0,2451656.5421,0.8630,0.2710,1.1340
186.757648,-62.674553,0.07,0.06,0,12270183-6240283,7.081,0.017,0.024,41689.8,6.012,0.027,0.031,47765.0,5.588,0.013,0.020,42778.0,AAA,111,111,000,666666,10.8,39,969586488,0,0,2451656.5326,1.0690,0.4240,1.4930
215.420489,-55.950985,0.06,0.06,90,14214091-5557035,6.956,0.007,0.018,42172.6,6.007,0.039,0.042,55094.7,5.720,0.023,0.027,34152.3,AAA,111,111,000,666666,14.3,202,883446103,0,0,2451612.7462,0.9490,0.2870,1.2360
217.749991,-58.676231,0.06,0.06,0,14305999-5840344,6.552,0.015,0.023,65558.6,6.019,0.023,0.027,52639.3,5.851,0.019,0.024,31334.3,AAA,111,111,000,676756,14.6,111,817258871,0,0,2451575.8309,0.5330,0.1680,0.7010
219.465524,-56.147747,0.06,0.06,90,14375172-5608518,7.064,0.017,0.024,39521.2,6.009,0.043,0.045,47897.2,5.468,0.011,0.018,43074.5,AAA,111,111,000,666656,16.2,55,1199946508,0,0,2451942.8572,1.0550,0.5410,1.5960
281.954348,-8.261485,0.06,0.06,90,18474904-0815413,6.861,0.019,0.026,42956.6,6.012,0.035,0.038,43063.6,5.659,0.011,0.018,42935.8,AAA,111,111,000,666666,12.9,78,573573171,0,0,2451410.5413,0.8490,0.3530,1.2020
284.336548,-8.169456,0.06,0.06,90,18572077-0810100,6.731,0.019,0.026,57548.0,6.019,0.047,0.049,54489.2,5.810,0.015,0.021,37361.1,AAA,111,111,000,666655,11.9,234,412563737,0,0,2451301.8452,0.7120,0.2090,0.9210
284.149881,-8.552120,0.06,0.06,90,18563597-0833076,6.921,0.011,0.020,45084.8,6.008,0.023,0.027,53175.3,5.740,0.021,0.026,38496.4,AAA,111,111,000,666666,14.5,163,412419658,0,0,2451301.8352,0.9130,0.2680,1.1810
282.704679,-5.563381,0.07,0.06,0,18504912-0533481,7.107,0.011,0.020,31961.7,6.001,0.019,0.024,29751.6,5.608,0.011,0.018,34136.6,AAA,111,111,000,666645,10.6,329,384463879,0,0,2451279.9161,1.1060,0.3930,1.4990
283.420747,-5.742087,0.06,0.06,90,18534097-0544315,7.213,0.021,0.027,28988.8,6.011,0.009,0.017,40226.3,5.324,0.013,0.020,45900.8,AAA,111,111,000,666666,13.0,304,417953641,0,0,2451289.8687,1.2020,0.6870,1.8890
284.948724,-5.736384,0.07,0.06,0,18594769-0544109,6.967,0.007,0.018,43214.6,6.010,0.031,0.034,49534.8,5.626,0.013,0.020,44260.9,AAA,111,111,000,666666,12.6,336,1037016219,0,0,2451703.6855,0.9570,0.3840,1.3410
286.888849,-4.446108,0.06,0.06,0,19073332-0426459,7.175,0.013,0.021,38232.3,6.016,0.045,0.047,49261.8,5.565,0.017,0.023,48464.1,AAA,111,111,000,666666,17.7,246,1228622830,0,0,2451789.4746,1.1590,0.4510,1.6100
286.379971,-1.126688,0.08,0.06,0,19053119-0107360,7.089,0.009,0.019,41383.8,6.012,0.029,0.033,46143.4,5.459,0.017,0.023,48174.8,AAA,111,111,000,666655,16.1,76,1083982223,0,0,2451752.5626,1.0770,0.5530,1.6300
284.922304,-3.555528,0.06,0.06,90,18594135-0333199,7.141,0.025,0.030,36815.4,6.020,0.021,0.026,49080.6,5.577,0.009,0.017,46304.2,AAA,111,111,000,666666,10.2,165,1036990665,0,0,2451703.6839,1.1210,0.4430,1.5640
284.389240,-3.551329,0.07,0.06,0,18573341-0333047,7.323,0.013,0.021,27116.3,6.025,0.025,0.029,44046.4,5.385,0.013,0.020,51572.7,AAA,111,111,000,666666,10.5,232,1036588391,0,0,2451703.6588,1.2980,0.6400,1.9380
284.521435,-4.891575,0.11,0.07,0,18580514-0453296,7.091,0.015,0.023,35977.4,6.027,0.035,0.038,42472.7,5.527,0.019,0.024,45250.2,AAA,111,111,000,666666,13.7,320,1036700350,0,0,2451703.6655,1.0640,0.5000,1.5640
285.279466,-3.221284,0.06,0.06,90,19010707-0313166,7.085,0.037,0.041,41536.5,6.012,0.029,0.033,47765.0,5.670,0.015,0.021,42503.0,AAA,111,111,000,666666,18.4,31,1121492720,0,0,2451803.5135,1.0730,0.3420,1.4150
280.671411,-9.995977,0.06,0.06,90,18424113-0959455,7.200,0.013,0.021,15755.4,6.008,0.017,0.023,19530.4,5.472,0.015,0.021,42916.1,AAA,111,111,00d,666666,11.8,206,619117228,0,0,2451408.6095,1.1920,0.5360,1.7280
280.759973,-6.785153,0.06,0.06,90,18430239-0647065,7.003,0.015,0.023,18889.9,6.028,0.035,0.038,19173.9,5.625,0.015,0.021,37275.2,AAA,111,111,000,666656,12.3,148,619161177,0,0,2451408.6118,0.9750,0.4030,1.3780
32.318831,-52.633720,0.06,0.06,90,02091651-5238013,6.810,0.015,0.023,65830.9,6.018,0.041,0.044,79746.2,5.786,0.023,0.027,42366.2,AAA,111,111,000,666666,25.8,311,664727550,0,0,2451476.6862,0.7920,0.2320,1.0240
289.540766,-16.272858,0.06,0.06,90,19180978-1616222,6.537,0.017,0.024,81776.8,6.022,0.031,0.034,60271.2,5.834,0.005,0.016,36544.3,AAA,111,111,000,666666,12.9,32,442916067,0,0,2451319.8087,0.5150,0.1880,0.7030
286.713245,-17.349773,0.06,0.06,90,19065117-1720591,6.807,0.019,0.026,68332.9,6.009,0.033,0.036,56925.9,5.702,0.009,0.017,49047.8,AAA,111,111,000,556666,16.2,301,1090832561,0,0,2451761.5419,0.7980,0.3070,1.1050
287.953659,-14.008053,0.06,0.06,0,19114887-1400289,6.913,0.009,0.019,61976.9,6.022,0.027,0.031,58225.1,5.497,0.013,0.020,44938.7,AAA,111,111,000,777767,14.8,223,2700067,0,0,2450952.7402,0.8910,0.5250,1.4160
288.356904,-13.844727,0.06,0.06,90,19132565-1350410,6.929,0.011,0.020,63216.4,6.002,0.023,0.027,61391.8,5.689,0.015,0.021,38978.0,AAA,111,111,000,666655,17.1,319,2878598,0,0,2450952.7601,0.9270,0.3130,1.2400
284.845693,-17.622427,0.07,0.06,0,18592296-1737207,6.819,0.021,0.027,63071.0,6.012,0.063,0.065,65179.3,5.692,0.015,0.021,40236.5,AAA,111,111,000,666666,18.8,249,1324531517,0,0,2450941.7916,0.8070,0.3200,1.1270
345.275983,-87.053055,0.06,0.06,90,23010623-8703109,6.864,0.017,0.024,49184.7,6.024,0.055,0.057,47240.0,5.574,0.019,0.024,41862.0,AAA,111,111,000,666666,31.6,59,1201031778,0,0,2451869.5309,0.8400,0.4500,1.2900
271.953630,-83.435310,0.08,0.06,0,18074887-8326071,6.716,0.027,0.032,56367.7,6.022,0.015,0.021,44168.2,5.816,0.015,0.021,34675.3,AAA,111,111,000,676635,15.1,314,1007883605,0,0,2451682.7244,0.6940,0.2060,0.9000
290.932359,-81.382210,0.07,0.06,0,19234376-8122559,6.585,0.007,0.018,78240.2,6.018,0.015,0.021,52687.8,5.883,0.019,0.024,37430.0,AAA,111,111,000,666666,24.0,216,1101112719,0,0,2451809.5506,0.5670,0.1350,0.7020
350.948748,-71.466690,0.08,0.07,0,23234769-7128000,6.876,0.017,0.024,52123.1,6.007,0.023,0.027,53224.3,5.743,0.017,0.023,38390.2,AAA,111,111,000,666666,24.7,134,719199896,0,0,2451528.5601,0.8690,0.2640,1.1330
324.706958,-74.125320,0.08,0.06,0,21384966-7407311,6.778,0.011,0.020,63274.7,6.003,0.023,0.027,51607.2,5.773,0.007,0.016,38656.3,AAA,111,111,000,666655,15.6,202,1047563050,0,0,2451741.6640,0.7750,0.2300,1.0050
349.050013,-75.523254,0.11,0.06,0,23161200-7531237,6.771,0.009,0.019,55466.4,6.012,0.025,0.029,56768.8,5.746,0.015,0.021,36984.5,AAA,111,111,000,666666,23.6,171,704701280,0,0,2451515.5804,0.7590,0.2660,1.0250
353.607110,-74.557587,0.12,0.06,0,23342570-7433273,6.599,0.019,0.026,77237.8,6.021,0.041,0.044,56300.2,5.851,0.007,0.016,37240.9,AAA,111,111,000,666656,21.7,58,712218578,0,0,2451510.6184,0.5780,0.1700,0.7480
270.911141,-68.336494,0.06,0.06,90,18033867-6820113,6.715,0.013,0.021,62579.2,6.002,0.023,0.027,48207.0,5.758,0.019,0.024,39194.0,AAA,111,111,000,666666,25.2,47,1018883875,0,0,2451671.8597,0.7130,0.2440,0.9570
270.850995,-70.334862,0.07,0.06,0,18032423-7020055,6.936,0.011,0.020,51054.0,6.006,0.015,0.021,48029.7,5.595,0.013,0.020,45542.8,AAA,111,111,000,776766,30.6,332,1018878367,0,0,2451671.8582,0.9300,0.4110,1.3410
275.142279,-73.818008,0.07,0.06,0,18203414-7349048,6.711,0.009,0.019,79988.9,6.004,0.037,0.040,65661.4,5.817,0.037,0.040,48935.1,AAA,111,111,000,677766,16.3,191,1116396313,0,0,2451782.5773,0.7070,0.1870,0.8940
73.137171,57.632030,0.06,0.06,0,04523292+5737553,7.124,0.011,0.020,58590.9,6.023,0.013,0.020,66789.8,5.519,0.019,0.024,60092.5,AAA,111,111,000,665655,13.8,214,478558780,0,0,2451175.7248,1.1010,0.5040,1.6050
45.979004,56.821236,0.06,0.06,90,03035496+5649164,7.257,0.009,0.019,53657.5,6.014,0.009,0.017,82853.3,5.509,0.011,0.018,72080.9,AAA,111,111,000,666666,23.5,349,477643908,0,0,2451166.6965,1.2430,0.5050,1.7480
41.949023,56.683849,0.06,0.06,90,02474776+5641018,7.186,0.031,0.035,49891.9,6.006,0.065,0.067,63315.5,5.655,0.015,0.021,47799.1,AAA,111,111,000,666666,12.1,244,903269473,0,0,2451464.8441,1.1800,0.3510,1.5310
39.731798,59.035789,0.06,0.06,90,02385563+5902088,7.046,0.013,0.021,58753.0,6.001,0.011,0.018,70552.1,5.504,0.015,0.021,54931.3,AAA,111,111,000,665666,15.1,332,84199752,0,0,2450730.8096,1.0450,0.4970,1.5420
40.420242,58.977467,0.06,0.06,90,02414085+5858388,6.162,0.013,0.021,132626.4,6.023,0.019,0.024,71566.5,5.966,0.011,0.018,37155.2,AAA,111,111,000,666666,14.1,304,84271272,0,0,2450730.8210,0.1390,0.0570,0.1960
41.850989,57.677097,0.06,0.06,90,02472423+5740375,6.262,0.019,0.026,112883.4,6.022,0.019,0.024,62389.3,5.899,0.015,0.021,38178.6,AAA,111,111,000,666666,28.7,188,903238720,0,0,2451464.8389,0.2400,0.1230,0.3630
46.053042,63.619144,0.06,0.06,90,03041273+6337089,6.826,0.013,0.021,49207.3,6.018,0.015,0.021,47501.8,5.778,0.013,0.020,42679.6,AAA,111,111,000,666766,13.9,294,910966407,0,0,2451187.5706,0.8080,0.2400,1.0480
51.054280,63.026024,0.06,0.06,90,03241302+6301336,7.102,0.011,0.020,46949.4,6.020,0.031,0.034,54439.0,5.584,0.019,0.024,54678.9,AAA,111,111,000,665666,10.4,132,532322221,0,0,2451187.6824,1.0820,0.4360,1.5180
54.465259,60.426582,0.07,0.07,90,03375166+6025356,7.057,0.019,0.026,52436.1,6.019,0.021,0.026,60438.0,5.652,0.015,0.021,58968.5,AAA,111,111,000,666666,18.4,331,927248983,0,0,2451570.7018,1.0380,0.3670,1.4050
52.607884,61.682438,0.06,0.06,90,03302589+6140567,6.744,0.023,0.029,67581.8,6.015,0.031,0.034,51039.9,5.859,0.011,0.018,38266.6,AAA,111,111,000,665566,13.9,38,908898233,0,0,2451475.7868,0.7290,0.1560,0.8850
36.400689,59.531273,0.06,0.06,0,02253616+5931525,6.769,0.009,0.019,75828.1,6.024,0.025,0.029,56144.9,5.731,0.015,0.021,51170.5,AAA,111,111,000,666666,19.0,226,956865544,0,0,2451556.7244,0.7450,0.2930,1.0380
38.084245,59.857212,0.06,0.06,90,02322021+5951259,7.609,0.021,0.027,31537.7,6.022,0.029,0.033,56248.4,5.214,0.013,0.020,82379.7,AAA,111,111,000,666666,11.5,145,940304536,0,0,2451525.6300,1.5870,0.8080,2.3950
40.649113,61.593563,0.06,0.06,90,02423578+6135368,6.200,0.009,0.019,111539.8,6.027,0.019,0.024,50478.9,5.999,0.019,0.024,34819.3,AAA,111,111,000,665666,20.6,161,515346129,0,0,2451181.6567,0.1730,0.0280,0.2010
44.518249,63.884682,0.06,0.06,90,02580437+6353048,6.578,0.017,0.024,68585.1,6.023,0.031,0.034,48945.2,5.861,0.017,0.023,35646.8,AAA,111,111,000,666666,22.4,331,910857504,0,0,2451496.8080,0.5550,0.1620,0.7170
43.926888,63.777157,0.06,0.06,90,02554245+6346377,7.048,0.031,0.035,52872.5,6.010,0.043,0.045,58872.2,5.640,0.013,0.020,45229.3,AAA,111,111,000,566656,13.7,112,758742149,0,0,2451449.9575,1.0380,0.3700,1.4080
39.505490,63.029305,0.06,0.06,90,02380131+6301454,6.999,0.009,0.019,48175.9,6.018,0.013,0.020,47501.8,5.498,0.011,0.018,51549.0,AAA,111,111,000,665655,19.4,227,515233727,0,0,2451181.6309,0.9810,0.5200,1.5010
40.502922,63.000420,0.06,0.06,90,02420070+6300015,6.588,0.015,0.023,78024.3,6.027,0.011,0.018,50478.9,5.883,0.009,0.017,38745.4,AAA,111,111,000,676677,11.6,330,515353853,0,0,2451181.6577,0.5610,0.1440,0.7050
39.105078,59.791927,0.07,0.06,0,02362521+5947309,7.138,0.009,0.019,53979.6,6.011,0.029,0.033,69905.3,5.552,0.011,0.018,54402.6,AAA,111,111,000,665666,24.3,148,84084946,0,0,2450730.7915,1.1270,0.4590,1.5860
42.943491,59.460354,0.06,0.06,0,02514643+5927372,7.253,0.015,0.023,43775.4,6.013,0.007,0.016,58709.7,5.475,0.019,0.024,62577.8,AAA,111,111,000,666666,11.4,239,477194087,0,0,2451166.6124,1.2400,0.5380,1.7780
50.231413,59.396034,0.06,0.06,0,03205553+5923457,7.003,0.029,0.034,55110.0,6.006,0.023,0.027,57083.4,5.705,0.009,0.017,52410.7,AAA,111,111,000,666666,16.4,129,978822423,0,0,2451590.6082,0.9970,0.3010,1.2980
48.522178,59.563431,0.07,0.06,0,03140532+5933483,6.073,0.011,0.020,125380.5,6.003,0.029,0.033,51607.2,5.936,0.007,0.016,35646.8,AAA,111,111,000,666656,15.4,156,858889760,0,0,2451498.6780,0.0700,0.0670,0.1370
121.436836,-21.875656,0.06,0.06,90,08054484-2152323,6.554,0.019,0.026,65438.0,6.018,0.031,0.034,54539.4,5.873,0.021,0.026,28656.3,AAA,111,111,000,667744,21.9,191,285433777,0,0,2451227.5324,0.5360,0.1450,0.6810
130.333020,-19.174845,0.06,0.06,90,08411992-1910294,6.702,0.015,0.023,63333.0,6.002,0.025,0.029,51654.7,5.842,0.009,0.017,33854.8,AAA,111,111,000,666666,56.9,340,1317252310,0,0,2451288.5704,0.7000,0.1600,0.8600
123.921808,-15.400924,0.06,0.06,90,08154123-1524033,6.799,0.011,0.020,59955.6,6.009,0.019,0.024,58926.4,5.811,0.009,0.017,38638.5,AAA,111,111,000,666666,14.8,35,400076723,0,0,2451287.4829,0.7900,0.1980,0.9880
125.836194,-18.071154,0.07,0.06,90,08232068-1804161,6.817,0.013,0.021,65407.9,6.026,0.037,0.040,68946.1,5.799,0.025,0.029,35222.5,AAA,111,111,d00,566656,15.5,73,270687912,0,0,2451217.6508,0.7910,0.2270,1.0180
126.172267,-17.227612,0.07,0.06,0,08244134-1713394,6.925,0.009,0.019,55262.4,6.017,0.047,0.049,52736.3,5.714,0.017,0.023,35548.4,AAA,111,111,000,666666,18.5,235,1264019623,0,0,2450907.5843,0.9080,0.3030,1.2110
126.450589,-16.527452,0.06,0.06,0,08254814-1631388,6.845,0.015,0.023,59488.1,6.004,0.039,0.042,53371.6,5.734,0.011,0.018,34899.6,AAA,111,111,000,666666,22.6,137,1264049287,0,0,2450907.5935,0.8410,0.2700,1.1110
125.874623,-16.639442,0.07,0.06,0,08232990-1638219,6.650,0.009,0.019,84611.6,6.016,0.037,0.040,69584.1,5.897,0.019,0.024,32182.5,AAA,111,111,000,665666,26.9,187,1218885585,0,0,2450904.6103,0.6340,0.1190,0.7530
149.767343,-22.187344,0.06,0.06,90,09590416-2211144,6.542,0.013,0.021,81401.1,6.021,0.035,0.038,54388.9,5.896,0.015,0.021,33344.2,AAA,111,111,000,666666,30.5,159,1264405964,0,0,2451290.6342,0.5210,0.1250,0.6460
144.056629,-14.486572,0.07,0.06,0,09361359-1429116,6.696,0.013,0.021,73119.0,6.026,0.031,0.034,60049.6,5.864,0.011,0.018,29910.2,AAA,111,111,000,776756,16.3,153,1250406767,0,0,2450905.6431,0.6700,0.1620,0.8320
140.183812,-18.232277,0.07,0.06,90,09204411-1813561,6.723,0.015,0.023,64302.8,6.029,0.037,0.040,61988.3,5.858,0.015,0.021,34531.9,AAA,111,111,000,666666,27.6,82,856513671,0,0,2451608.5836,0.6940,0.1710,0.8650
145.485003,-15.437995,0.06,0.06,90,09415640-1526167,6.526,0.011,0.020,88517.7,6.013,0.033,0.036,60772.9,5.886,0.007,0.016,31406.5,AAA,111,111,000,666666,20.2,270,1264163989,0,0,2450907.6482,0.5130,0.1270,0.6400
